"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Índex de Gini.";"5. la Saïdia";"5.4. Tormos";5;4;54;33,5727786461465
2016;"Índex de Gini.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;33,5780696202532
2016;"Índex de Gini.";"6. el Pla del Real";"6.1. Exposició";6;1;61;36,7737496164468
2016;"Índex de Gini.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;36,5317691553439
2016;"Índex de Gini.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;35,8139920948617
2016;"Índex de Gini.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;33,323029366306
2016;"Índex de Gini.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;33,7139957766307
2016;"Índex de Gini.";"7. l'Olivereta";"7.2. Soternes";7;2;72;31,6910160210911
2016;"Índex de Gini.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;33,4413768879522
2016;"Índex de Gini.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;37,2407207207207
2016;"Índex de Gini.";"7. l'Olivereta";"7.5. la Llum";7;5;75;30,8870680945646
2016;"Índex de Gini.";"8. Patraix";"8.1. Patraix";8;1;81;33,0719786535304
2016;"Índex de Gini.";"8. Patraix";"8.2. Sant Isidre";8;2;82;29,2785728868926
2016;"Índex de Gini.";"8. Patraix";"8.3. Vara de Quart";8;3;83;30,7951181862036
2016;"Índex de Gini.";"8. Patraix";"8.4. Safranar";8;4;84;30,0688883992509
2016;"Índex de Gini.";"8. Patraix";"8.5. Favara";8;5;85;33,4296588666479
2016;"Índex de Gini.";"9. Jesús";"9.1. la Raiosa";9;1;91;35,7270477702792
2016;"Índex de Gini.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;31,7616109223156
2016;"Índex de Gini.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;32,2577630488815
2016;"Índex de Gini.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;31,3771480990725
2016;"Índex de Gini.";"9. Jesús";"9.5. Camí Real";9;5;95;32,2340742748712
2016;"Índex de Gini.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;36,0280445299901
2016;"Índex de Gini.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;35,9256756756757
2016;"Índex de Gini.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;30,362283800523
2016;"Índex de Gini.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;32,8396881644224
2016;"Índex de Gini.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;35,3772163349703
2016;"Índex de Gini.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;35,7810766045549
2016;"Índex de Gini.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;34,4093203883495
2016;"Índex de Gini.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;34,6824975417896
2016;"Índex de Gini.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;37,4186692574309
2016;"Índex de Gini.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;33,8313437524543
2016;"Índex de Gini.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;32,7538110336081
2016;"Índex de Gini.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;37,9299687825182
2016;"Índex de Gini.";"12. Camins al Grau";"12.1. Aiora";12;1;121;33,7122030589001
2016;"Índex de Gini.";"12. Camins al Grau";"12.2. Albors";12;2;122;34,3893461900282
2016;"Índex de Gini.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;32,7546894367167
2016;"Índex de Gini.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;35,5132343161162
2016;"Índex de Gini.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;35,1696156091053
2016;"Índex de Gini.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;31,1673587750841
2016;"Índex de Gini.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;33,5382262474368
2016;"Índex de Gini.";"13. Algirós";"13.3. l'Amistat";13;3;133;36,2269797687861
2016;"Índex de Gini.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;33,6199605805411
2016;"Índex de Gini.";"13. Algirós";"13.5. la Carrasca";13;5;135;32,9397301349325
2016;"Índex de Gini.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;34,1850296549634
2016;"Índex de Gini.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;31,4154348637551
2016;"Índex de Gini.";"15. Rascanya";"15.1. Orriols";15;1;151;34,049906203506
2016;"Índex de Gini.";"15. Rascanya";"15.2. Torrefiel";15;2;152;33,361971885982
2016;"Índex de Gini.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;30,066966966967
2016;"Índex de Gini.";"16. Benicalap";"16.1. Benicalap";16;1;161;31,8465653896962
2016;"Índex de Gini.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;32,2562643576604
2016;"Índex de Gini.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;29,4
2016;"Índex de Gini.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;37,2
2016;"Índex de Gini.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;32,1
2016;"Índex de Gini.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;29,4
2016;"Índex de Gini.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;29,4
2016;"Índex de Gini.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;37,1
2016;"Índex de Gini.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;31,9
2016;"Índex de Gini.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;33,8711122367755
2016;"Índex de Gini.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;37,7
2016;"Índex de Gini.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;28,2
2016;"Índex de Gini.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;32,1896475118483
2016;"Índex de Gini.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;32,0634824667473
2016;"Índex de Gini.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;37,1
2016;"Índex de Gini.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;24,4
2016;"Índex de Gini.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;39,9
2016;"Índex de Gini.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;33,9322938689218
2016;"Índex de Gini.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;35
