"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Distribució de la renda P80/P20.";"9. Jesús";"9.1. la Raiosa";9;1;91;3,04684789644013
2019;"Distribució de la renda P80/P20.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,62753648880222
2019;"Distribució de la renda P80/P20.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,63522053982883
2019;"Distribució de la renda P80/P20.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,5893436061637
2019;"Distribució de la renda P80/P20.";"9. Jesús";"9.5. Camí Real";9;5;95;2,75645957889264
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;2,94111105363886
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;3,08070615796519
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,47379818697921
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;2,87837747234328
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;3,20797195533628
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;2,87388316151203
2019;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;3,11750237804049
2019;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;2,87468955836303
2019;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;3,24560054762782
2019;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;2,8801929714465
2019;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;2,83609098996061
2019;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;2,86265060240964
2019;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.1. Aiora";12;1;121;2,7168319660422
2019;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.2. Albors";12;2;122;2,99807692307692
2019;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;2,70787874650099
2019;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;3,01566075835764
2019;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;2,95771551039848
2019;"Distribució de la renda P80/P20.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;2,5946374797313
2019;"Distribució de la renda P80/P20.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;2,78289005590378
2019;"Distribució de la renda P80/P20.";"13. Algirós";"13.3. l'Amistat";13;3;133;3,0896079828938
2019;"Distribució de la renda P80/P20.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;2,62176449143274
2019;"Distribució de la renda P80/P20.";"13. Algirós";"13.5. la Carrasca";13;5;135;2,77679375562894
2019;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;2,79330958380398
2019;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;2,48411405295316
2019;"Distribució de la renda P80/P20.";"15. Rascanya";"15.1. Orriols";15;1;151;2,92591983430799
2019;"Distribució de la renda P80/P20.";"15. Rascanya";"15.2. Torrefiel";15;2;152;2,57642316802934
2019;"Distribució de la renda P80/P20.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,33857051457819
2019;"Distribució de la renda P80/P20.";"16. Benicalap";"16.1. Benicalap";16;1;161;2,59999513180634
2019;"Distribució de la renda P80/P20.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;2,53013347022587
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;2,5
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;3,3
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;2,5
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;2,5
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;2,5
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;3
2019;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;2,3
2019;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;2,654016563147
2019;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;2,9
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;2,3
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;2,4532429245283
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;2,47038341158059
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;2,8
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;2
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;3,1
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;2,72523408982701
2019;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;2,8
2019;"Distribució de la renda P80/P20.";;;;;;
